question_id,condition,layer,delta_sycophancy_projection,delta_emotion_projection
eval01,emotion_positive,22,0.6669196486473083,3.159690022468567
eval01,emotion_positive,23,0.6430063992738724,2.997010350227356
eval01,emotion_positive,24,0.6456499397754669,2.8711100816726685
eval01,emotion_positive,25,0.6576679348945618,2.8149232268333435
eval01,emotion_positive,26,0.6547649204730988,2.7470337748527527
eval01,emotion_positive,27,0.6539627909660339,2.6913483440876007
eval01,emotion_positive,28,0.620331883430481,2.6454066038131714
eval01,emotion_positive,29,0.6090737283229828,2.5858064889907837
eval01,emotion_positive,30,0.6123253256082535,2.592747986316681
eval01,emotion_positive,31,0.5882295072078705,2.5235199332237244
eval01,emotion_positive,32,0.6001091599464417,2.5670610666275024
eval01,emotion_positive,33,0.6195940226316452,2.5854979753494263
eval01,emotion_positive,34,0.7478437423706055,2.7140864729881287
eval01,emotion_positive,35,0.7829554080963135,2.702793836593628
eval01,emotion_positive,36,0.8213801383972168,2.69466233253479
eval01,emotion_positive,37,1.0411491394042969,2.7651801109313965
eval01,emotion_positive,38,0.9475107192993164,2.607936382293701
eval01,emotion_positive,39,8.539983749389648,22.562419414520264
eval01,emotion_orthogonal,22,-0.024030432105064392,3.012858510017395
eval01,emotion_orthogonal,23,-0.031520143151283264,2.859185576438904
eval01,emotion_orthogonal,24,-0.02304348349571228,2.731777310371399
eval01,emotion_orthogonal,25,-0.006588965654373169,2.674669921398163
eval01,emotion_orthogonal,26,0.003825277090072632,2.609236180782318
eval01,emotion_orthogonal,27,0.009768515825271606,2.5548496544361115
eval01,emotion_orthogonal,28,-0.020958125591278076,2.5161041021347046
eval01,emotion_orthogonal,29,-0.026335567235946655,2.4585591554641724
eval01,emotion_orthogonal,30,-0.02445189654827118,2.4611037373542786
eval01,emotion_orthogonal,31,-0.04035109281539917,2.3993894457817078
eval01,emotion_orthogonal,32,-0.057736292481422424,2.4388447999954224
eval01,emotion_orthogonal,33,-0.049150869250297546,2.451095461845398
eval01,emotion_orthogonal,34,0.06822037696838379,2.5792903304100037
eval01,emotion_orthogonal,35,0.07454323768615723,2.5604026317596436
eval01,emotion_orthogonal,36,0.09772586822509766,2.5518434047698975
eval01,emotion_orthogonal,37,0.1933746337890625,2.583101272583008
eval01,emotion_orthogonal,38,0.10259819030761719,2.434809684753418
eval01,emotion_orthogonal,39,1.444930076599121,21.050692558288574
eval01,emotion_orthogonal_matched,22,-0.02135661244392395,3.0843905210494995
eval01,emotion_orthogonal_matched,23,-0.028617605566978455,2.9273675680160522
eval01,emotion_orthogonal_matched,24,-0.020112931728363037,2.7967602014541626
eval01,emotion_orthogonal_matched,25,-0.0035878121852874756,2.7386197447776794
eval01,emotion_orthogonal_matched,26,0.006898611783981323,2.6718775629997253
eval01,emotion_orthogonal_matched,27,0.013173133134841919,2.615895062685013
eval01,emotion_orthogonal_matched,28,-0.01898324489593506,2.576175808906555
eval01,emotion_orthogonal_matched,29,-0.024493157863616943,2.5177379846572876
eval01,emotion_orthogonal_matched,30,-0.024021819233894348,2.5196688771247864
eval01,emotion_orthogonal_matched,31,-0.03979569673538208,2.4562079310417175
eval01,emotion_orthogonal_matched,32,-0.05818408727645874,2.497298836708069
eval01,emotion_orthogonal_matched,33,-0.05154977738857269,2.5107043981552124
eval01,emotion_orthogonal_matched,34,0.06763362884521484,2.641943395137787
eval01,emotion_orthogonal_matched,35,0.07620930671691895,2.6207311153411865
eval01,emotion_orthogonal_matched,36,0.10177183151245117,2.6122395992279053
eval01,emotion_orthogonal_matched,37,0.19976520538330078,2.648174285888672
eval01,emotion_orthogonal_matched,38,0.1062765121459961,2.5020155906677246
eval01,emotion_orthogonal_matched,39,1.5793733596801758,21.561636447906494
eval01,random_control,22,-0.09566476941108704,0.014999568462371826
eval01,random_control,23,-0.08780713379383087,-0.0023302435874938965
eval01,random_control,24,-0.09066861867904663,-0.0055280327796936035
eval01,random_control,25,-0.1006028950214386,-0.037226736545562744
eval01,random_control,26,-0.09116697311401367,-0.03169021010398865
eval01,random_control,27,-0.09581643342971802,-0.028468430042266846
eval01,random_control,28,-0.08921784162521362,-0.016596496105194092
eval01,random_control,29,-0.10030901432037354,-0.03447204828262329
eval01,random_control,30,-0.12146137654781342,-0.03926098346710205
eval01,random_control,31,-0.14129360020160675,-0.005383551120758057
eval01,random_control,32,-0.17237596213817596,0.0014671087265014648
eval01,random_control,33,-0.1592559516429901,-0.006973147392272949
eval01,random_control,34,-0.12037467956542969,0.00217592716217041
eval01,random_control,35,-0.06386637687683105,0.04293251037597656
eval01,random_control,36,-0.07446098327636719,0.032534122467041016
eval01,random_control,37,-0.2738051414489746,-0.020968198776245117
eval01,random_control,38,-0.24878883361816406,-0.007080554962158203
eval01,random_control,39,-2.4362106323242188,0.7268428802490234
eval02,emotion_positive,22,0.6626935601234436,3.130653500556946
eval02,emotion_positive,23,0.6099452078342438,2.9570037126541138
eval02,emotion_positive,24,0.591607004404068,2.876776099205017
eval02,emotion_positive,25,0.59616719186306,2.8336716890335083
eval02,emotion_positive,26,0.5767422616481781,2.739211320877075
eval02,emotion_positive,27,0.5493983924388885,2.6567275524139404
eval02,emotion_positive,28,0.5048650205135345,2.5998750925064087
eval02,emotion_positive,29,0.48155295848846436,2.5502102375030518
eval02,emotion_positive,30,0.48809370398521423,2.530002474784851
eval02,emotion_positive,31,0.4466167092323303,2.469525098800659
eval02,emotion_positive,32,0.4253847897052765,2.528122663497925
eval02,emotion_positive,33,0.41875192523002625,2.527596116065979
eval02,emotion_positive,34,0.47245121002197266,2.60210919380188
eval02,emotion_positive,35,0.478485107421875,2.591880202293396
eval02,emotion_positive,36,0.49040937423706055,2.6015206575393677
eval02,emotion_positive,37,0.636418342590332,2.6391355991363525
eval02,emotion_positive,38,0.4879617691040039,2.6105785369873047
eval02,emotion_positive,39,4.076671600341797,22.777061462402344
eval02,emotion_orthogonal,22,-0.019469022750854492,2.989542245864868
eval02,emotion_orthogonal,23,-0.04981827735900879,2.8262768983840942
eval02,emotion_orthogonal,24,-0.0557132363319397,2.7446649074554443
eval02,emotion_orthogonal,25,-0.042343735694885254,2.697983741760254
eval02,emotion_orthogonal,26,-0.04300743341445923,2.6068919897079468
eval02,emotion_orthogonal,27,-0.05222749710083008,2.531935453414917
eval02,emotion_orthogonal,28,-0.09156191349029541,2.4795533418655396
eval02,emotion_orthogonal,29,-0.10419979691505432,2.435681462287903
eval02,emotion_orthogonal,30,-0.10215091705322266,2.411685347557068
eval02,emotion_orthogonal,31,-0.1321275234222412,2.3580013513565063
eval02,emotion_orthogonal,32,-0.17329344153404236,2.414187788963318
eval02,emotion_orthogonal,33,-0.1892828643321991,2.4025919437408447
eval02,emotion_orthogonal,34,-0.1265777349472046,2.486169219017029
eval02,emotion_orthogonal,35,-0.15060043334960938,2.459154486656189
eval02,emotion_orthogonal,36,-0.15639400482177734,2.465326189994812
eval02,emotion_orthogonal,37,-0.10691022872924805,2.4622766971588135
eval02,emotion_orthogonal,38,-0.2313380241394043,2.4703145027160645
eval02,emotion_orthogonal,39,-1.9212398529052734,21.806769371032715
eval02,emotion_orthogonal_matched,22,-0.016668975353240967,3.060442566871643
eval02,emotion_orthogonal_matched,23,-0.047442853450775146,2.893617868423462
eval02,emotion_orthogonal_matched,24,-0.054361164569854736,2.8100610971450806
eval02,emotion_orthogonal_matched,25,-0.04084378480911255,2.7632007598876953
eval02,emotion_orthogonal_matched,26,-0.0403522253036499,2.669682025909424
eval02,emotion_orthogonal_matched,27,-0.049987196922302246,2.593674659729004
eval02,emotion_orthogonal_matched,28,-0.08927163481712341,2.5408248901367188
eval02,emotion_orthogonal_matched,29,-0.10390713810920715,2.495727062225342
eval02,emotion_orthogonal_matched,30,-0.10091394186019897,2.4716004133224487
eval02,emotion_orthogonal_matched,31,-0.1306288242340088,2.4169790744781494
eval02,emotion_orthogonal_matched,32,-0.1712130606174469,2.473416566848755
eval02,emotion_orthogonal_matched,33,-0.18820318579673767,2.459840416908264
eval02,emotion_orthogonal_matched,34,-0.1245424747467041,2.5441408157348633
eval02,emotion_orthogonal_matched,35,-0.14844465255737305,2.5152608156204224
eval02,emotion_orthogonal_matched,36,-0.1586604118347168,2.5232006311416626
eval02,emotion_orthogonal_matched,37,-0.10688638687133789,2.5189106464385986
eval02,emotion_orthogonal_matched,38,-0.23426008224487305,2.507486343383789
eval02,emotion_orthogonal_matched,39,-1.7764358520507812,22.310574054718018
eval02,random_control,22,-0.06740683317184448,0.017597556114196777
eval02,random_control,23,-0.06480181217193604,0.0070574283599853516
eval02,random_control,24,-0.07850241661071777,0.019720792770385742
eval02,random_control,25,-0.09584397077560425,-0.029326677322387695
eval02,random_control,26,-0.08922266960144043,-0.04435527324676514
eval02,random_control,27,-0.08946484327316284,-0.025881528854370117
eval02,random_control,28,-0.07205671072006226,-0.018174052238464355
eval02,random_control,29,-0.06155508756637573,-0.013109683990478516
eval02,random_control,30,-0.10374307632446289,-0.027663350105285645
eval02,random_control,31,-0.13568824529647827,1.9788742065429688e-05
eval02,random_control,32,-0.10390368103981018,-0.016075611114501953
eval02,random_control,33,-0.05908000469207764,-0.009352684020996094
eval02,random_control,34,-0.08441925048828125,0.013544678688049316
eval02,random_control,35,-0.0415492057800293,0.023090243339538574
eval02,random_control,36,-0.029592037200927734,-0.03228878974914551
eval02,random_control,37,-0.19839715957641602,-0.11207318305969238
eval02,random_control,38,-0.18990325927734375,-0.10836076736450195
eval02,random_control,39,-1.7281475067138672,0.3619270324707031
eval03,emotion_positive,22,0.6700565218925476,3.179962635040283
eval03,emotion_positive,23,0.6515897363424301,3.018472284078598
eval03,emotion_positive,24,0.6581042259931564,2.9007365107536316
eval03,emotion_positive,25,0.6797711551189423,2.8711416721343994
eval03,emotion_positive,26,0.6640702486038208,2.805285722017288
eval03,emotion_positive,27,0.6575968861579895,2.7255425453186035
eval03,emotion_positive,28,0.629531979560852,2.6692713499069214
eval03,emotion_positive,29,0.6252570748329163,2.6344850659370422
eval03,emotion_positive,30,0.6496083736419678,2.6577418446540833
eval03,emotion_positive,31,0.6213491857051849,2.6323081851005554
eval03,emotion_positive,32,0.6328266263008118,2.7074153423309326
eval03,emotion_positive,33,0.6605312824249268,2.7194995880126953
eval03,emotion_positive,34,0.6830019950866699,2.841834545135498
eval03,emotion_positive,35,0.7193317413330078,2.8385939598083496
eval03,emotion_positive,36,0.737065315246582,2.8046212196350098
eval03,emotion_positive,37,0.9336538314819336,2.8999991416931152
eval03,emotion_positive,38,0.8180475234985352,2.8659958839416504
eval03,emotion_positive,39,8.588698387145996,23.84470272064209
eval03,emotion_orthogonal,22,-0.02488824725151062,3.0314555168151855
eval03,emotion_orthogonal,23,-0.030134692788124084,2.8809324204921722
eval03,emotion_orthogonal,24,-0.016051962971687317,2.7614499926567078
eval03,emotion_orthogonal,25,-0.0008615851402282715,2.7214515209198
eval03,emotion_orthogonal,26,-0.005893111228942871,2.652957946062088
eval03,emotion_orthogonal,27,-0.00725787878036499,2.5753958225250244
eval03,emotion_orthogonal,28,-0.02870088815689087,2.5281344652175903
eval03,emotion_orthogonal,29,-0.02757328748703003,2.4953861832618713
eval03,emotion_orthogonal,30,-0.028163045644760132,2.5105531811714172
eval03,emotion_orthogonal,31,-0.0541132390499115,2.4907349944114685
eval03,emotion_orthogonal,32,-0.07316792011260986,2.55425763130188
eval03,emotion_orthogonal,33,-0.07100427150726318,2.5600147247314453
eval03,emotion_orthogonal,34,-0.05423307418823242,2.6782617568969727
eval03,emotion_orthogonal,35,-0.050323486328125,2.6600723266601562
eval03,emotion_orthogonal,36,-0.02980327606201172,2.634981632232666
eval03,emotion_orthogonal,37,0.05851936340332031,2.6974825859069824
eval03,emotion_orthogonal,38,-0.0474700927734375,2.6816439628601074
eval03,emotion_orthogonal,39,1.3652362823486328,22.137778282165527
eval03,emotion_orthogonal_matched,22,-0.02193892002105713,3.1034421920776367
eval03,emotion_orthogonal_matched,23,-0.027208730578422546,2.949805587530136
eval03,emotion_orthogonal_matched,24,-0.012571290135383606,2.827936828136444
eval03,emotion_orthogonal_matched,25,0.0030878186225891113,2.788290500640869
eval03,emotion_orthogonal_matched,26,-0.002383708953857422,2.718174487352371
eval03,emotion_orthogonal_matched,27,-0.004231631755828857,2.6393308639526367
eval03,emotion_orthogonal_matched,28,-0.025926828384399414,2.5917690992355347
eval03,emotion_orthogonal_matched,29,-0.023584365844726562,2.5578535199165344
eval03,emotion_orthogonal_matched,30,-0.023625344038009644,2.5729532837867737
