question_id,emotion,condition,layer,delta_sycophancy_projection,delta_emotion_projection
eval01,empathetic,full,22,0.49754518270492554,4.012382507324219
eval01,empathetic,full,23,0.44748178124427795,3.7847414016723633
eval01,empathetic,full,24,0.4303188920021057,3.655649423599243
eval01,empathetic,full,25,0.44034042954444885,3.5655171871185303
eval01,empathetic,full,26,0.41484323143959045,3.502267599105835
eval01,empathetic,full,27,0.4111109972000122,3.400765895843506
eval01,empathetic,full,28,0.37436407804489136,3.3231287002563477
eval01,empathetic,full,29,0.35751205682754517,3.251560688018799
eval01,empathetic,full,30,0.31209278106689453,3.226127862930298
eval01,empathetic,full,31,0.25599637627601624,3.1635820865631104
eval01,empathetic,full,32,0.26210904121398926,3.2123539447784424
eval01,empathetic,full,33,0.34838417172431946,3.1376535892486572
eval01,empathetic,full,34,0.37833768129348755,3.1813507080078125
eval01,empathetic,full,35,0.3334863781929016,3.0804548263549805
eval01,empathetic,full,36,0.20743145048618317,3.034611701965332
eval01,empathetic,full,37,0.12237200140953064,3.125866174697876
eval01,empathetic,full,38,0.15918481349945068,2.9472274780273438
eval01,empathetic,full,39,2.520751953125,29.118980407714844
eval01,empathetic,orthogonal_matched,22,0.06535563617944717,3.9810948371887207
eval01,empathetic,orthogonal_matched,23,0.026404239237308502,3.755856990814209
eval01,empathetic,orthogonal_matched,24,0.011435780674219131,3.628750801086426
eval01,empathetic,orthogonal_matched,25,0.024187132716178894,3.535024642944336
eval01,empathetic,orthogonal_matched,26,0.007321917451918125,3.472097396850586
eval01,empathetic,orthogonal_matched,27,0.007627409882843494,3.371218681335449
eval01,empathetic,orthogonal_matched,28,-0.027969904243946075,3.2956759929656982
eval01,empathetic,orthogonal_matched,29,-0.04167480766773224,3.2254257202148438
eval01,empathetic,orthogonal_matched,30,-0.08893106132745743,3.197110176086426
eval01,empathetic,orthogonal_matched,31,-0.13845935463905334,3.136880874633789
eval01,empathetic,orthogonal_matched,32,-0.14845094084739685,3.181582450866699
eval01,empathetic,orthogonal_matched,33,-0.06655538827180862,3.105212450027466
eval01,empathetic,orthogonal_matched,34,-0.04455065354704857,3.151474952697754
eval01,empathetic,orthogonal_matched,35,-0.10450444370508194,3.045840263366699
eval01,empathetic,orthogonal_matched,36,-0.2390497475862503,2.993891716003418
eval01,empathetic,orthogonal_matched,37,-0.3916507363319397,3.0740623474121094
eval01,empathetic,orthogonal_matched,38,-0.35829997062683105,2.8927388191223145
eval01,empathetic,orthogonal_matched,39,-1.792716383934021,28.862333297729492
eval01,exuberant,full,22,0.3053332567214966,2.8229317665100098
eval01,exuberant,full,23,0.31100666522979736,2.65472149848938
eval01,exuberant,full,24,0.31350424885749817,2.554912567138672
eval01,exuberant,full,25,0.2996308505535126,2.4703149795532227
eval01,exuberant,full,26,0.2927018702030182,2.4054713249206543
eval01,exuberant,full,27,0.29005059599876404,2.351827383041382
eval01,exuberant,full,28,0.2799434959888458,2.2974345684051514
eval01,exuberant,full,29,0.2779320180416107,2.2395646572113037
eval01,exuberant,full,30,0.3060159683227539,2.2244980335235596
eval01,exuberant,full,31,0.30735456943511963,2.2152795791625977
eval01,exuberant,full,32,0.34261253476142883,2.2279117107391357
eval01,exuberant,full,33,0.35277611017227173,2.2224843502044678
eval01,exuberant,full,34,0.4766102433204651,2.291443109512329
eval01,exuberant,full,35,0.51401686668396,2.279420852661133
eval01,exuberant,full,36,0.5496230721473694,2.212104082107544
eval01,exuberant,full,37,0.6536327600479126,2.2749390602111816
eval01,exuberant,full,38,0.6332737803459167,2.1904311180114746
eval01,exuberant,full,39,5.438498497009277,15.881101608276367
eval01,exuberant,orthogonal_matched,22,-0.05105683207511902,2.7985010147094727
eval01,exuberant,orthogonal_matched,23,-0.03504296392202377,2.633002519607544
eval01,exuberant,orthogonal_matched,24,-0.02858055755496025,2.532122850418091
eval01,exuberant,orthogonal_matched,25,-0.04000956565141678,2.448537826538086
eval01,exuberant,orthogonal_matched,26,-0.039425358176231384,2.385498523712158
eval01,exuberant,orthogonal_matched,27,-0.03842855617403984,2.3321781158447266
eval01,exuberant,orthogonal_matched,28,-0.04834499955177307,2.283186197280884
eval01,exuberant,orthogonal_matched,29,-0.047664884477853775,2.2244362831115723
eval01,exuberant,orthogonal_matched,30,-0.01862400397658348,2.2096314430236816
eval01,exuberant,orthogonal_matched,31,-0.01167732197791338,2.1970577239990234
eval01,exuberant,orthogonal_matched,32,0.0080069275572896,2.2034263610839844
eval01,exuberant,orthogonal_matched,33,0.008616600185632706,2.198974370956421
eval01,exuberant,orthogonal_matched,34,0.1318425089120865,2.267913341522217
eval01,exuberant,orthogonal_matched,35,0.15489551424980164,2.2445404529571533
eval01,exuberant,orthogonal_matched,36,0.18661633133888245,2.184001922607422
eval01,exuberant,orthogonal_matched,37,0.2327519655227661,2.243986129760742
eval01,exuberant,orthogonal_matched,38,0.21913035213947296,2.151329755783081
eval01,exuberant,orthogonal_matched,39,1.6791040897369385,15.713706970214844
eval01,invigorated,full,22,0.24611355364322662,2.9866318702697754
eval01,invigorated,full,23,0.25024622678756714,2.8404197692871094
eval01,invigorated,full,24,0.24520248174667358,2.6963143348693848
eval01,invigorated,full,25,0.2416195571422577,2.600447177886963
eval01,invigorated,full,26,0.25561439990997314,2.5745956897735596
eval01,invigorated,full,27,0.27416062355041504,2.5072946548461914
eval01,invigorated,full,28,0.26303184032440186,2.4593513011932373
eval01,invigorated,full,29,0.28062188625335693,2.416144847869873
eval01,invigorated,full,30,0.28092071413993835,2.4208483695983887
eval01,invigorated,full,31,0.28000739216804504,2.4052634239196777
eval01,invigorated,full,32,0.27297213673591614,2.4193358421325684
eval01,invigorated,full,33,0.24526330828666687,2.4886727333068848
eval01,invigorated,full,34,0.45939263701438904,2.6219961643218994
eval01,invigorated,full,35,0.4786292016506195,2.57340931892395
eval01,invigorated,full,36,0.5859556198120117,2.5978481769561768
eval01,invigorated,full,37,0.8256404399871826,2.6747655868530273
eval01,invigorated,full,38,0.9112294316291809,2.6934399604797363
eval01,invigorated,full,39,7.5722246170043945,21.55215835571289
eval01,invigorated,orthogonal_matched,22,-0.029954439029097557,2.974367141723633
eval01,invigorated,orthogonal_matched,23,-0.018561646342277527,2.8281943798065186
eval01,invigorated,orthogonal_matched,24,-0.020284278318285942,2.682629346847534
eval01,invigorated,orthogonal_matched,25,-0.02078663557767868,2.5872244834899902
eval01,invigorated,orthogonal_matched,26,-0.0008408781141042709,2.561983585357666
eval01,invigorated,orthogonal_matched,27,0.020218519493937492,2.4936788082122803
eval01,invigorated,orthogonal_matched,28,0.01007072813808918,2.4465813636779785
eval01,invigorated,orthogonal_matched,29,0.029590168967843056,2.4043569564819336
eval01,invigorated,orthogonal_matched,30,0.02779073268175125,2.4071357250213623
eval01,invigorated,orthogonal_matched,31,0.03220929205417633,2.3971686363220215
eval01,invigorated,orthogonal_matched,32,0.013171058148145676,2.407186985015869
eval01,invigorated,orthogonal_matched,33,-0.018789298832416534,2.4743173122406006
eval01,invigorated,orthogonal_matched,34,0.1925753355026245,2.604680061340332
eval01,invigorated,orthogonal_matched,35,0.20062243938446045,2.552579164505005
eval01,invigorated,orthogonal_matched,36,0.3028826117515564,2.576859474182129
eval01,invigorated,orthogonal_matched,37,0.4966963529586792,2.6447744369506836
eval01,invigorated,orthogonal_matched,38,0.5815588235855103,2.6606483459472656
eval01,invigorated,orthogonal_matched,39,4.814204216003418,21.217388153076172
eval01,cheerful,full,22,0.6669197082519531,3.1596903800964355
eval01,cheerful,full,23,0.6430065631866455,2.9970102310180664
eval01,cheerful,full,24,0.645649790763855,2.871109962463379
eval01,cheerful,full,25,0.6576681733131409,2.814923048019409
eval01,cheerful,full,26,0.654765248298645,2.7470340728759766
eval01,cheerful,full,27,0.6539629101753235,2.6913487911224365
eval01,cheerful,full,28,0.6203315258026123,2.645406723022461
eval01,cheerful,full,29,0.6090735793113708,2.5858068466186523
eval01,cheerful,full,30,0.6123248338699341,2.592747926712036
eval01,cheerful,full,31,0.5882293581962585,2.52351975440979
eval01,cheerful,full,32,0.6001096367835999,2.567060947418213
eval01,cheerful,full,33,0.6195940971374512,2.585498571395874
eval01,cheerful,full,34,0.747843325138092,2.7140865325927734
eval01,cheerful,full,35,0.7829546928405762,2.7027933597564697
eval01,cheerful,full,36,0.8213783502578735,2.6946640014648438
eval01,cheerful,full,37,1.0411494970321655,2.7651798725128174
eval01,cheerful,full,38,0.9475114345550537,2.607936143875122
eval01,cheerful,full,39,8.539979934692383,22.562419891357422
eval01,cheerful,orthogonal_matched,22,-0.02135653793811798,3.084390878677368
eval01,cheerful,orthogonal_matched,23,-0.02861774154007435,2.9273674488067627
eval01,cheerful,orthogonal_matched,24,-0.020113147795200348,2.796760320663452
eval01,cheerful,orthogonal_matched,25,-0.003587983548641205,2.7386200428009033
eval01,cheerful,orthogonal_matched,26,0.0068986304104328156,2.67187762260437
eval01,cheerful,orthogonal_matched,27,0.013173401355743408,2.6158952713012695
eval01,cheerful,orthogonal_matched,28,-0.01898309215903282,2.5761756896972656
eval01,cheerful,orthogonal_matched,29,-0.024493079632520676,2.5177383422851562
eval01,cheerful,orthogonal_matched,30,-0.02402191236615181,2.5196688175201416
eval01,cheerful,orthogonal_matched,31,-0.039795953780412674,2.456207752227783
eval01,cheerful,orthogonal_matched,32,-0.05818356201052666,2.4972989559173584
eval01,cheerful,orthogonal_matched,33,-0.0515497550368309,2.510704755783081
eval01,cheerful,orthogonal_matched,34,0.0676339864730835,2.6419434547424316
eval01,cheerful,orthogonal_matched,35,0.0762094259262085,2.62073016166687
eval01,cheerful,orthogonal_matched,36,0.10177100449800491,2.6122403144836426
eval01,cheerful,orthogonal_matched,37,0.19976602494716644,2.6481738090515137
eval01,cheerful,orthogonal_matched,38,0.10627520829439163,2.5020148754119873
eval01,cheerful,orthogonal_matched,39,1.579376220703125,21.561634063720703
eval01,joyful,full,22,0.29403477907180786,6.005993366241455
eval01,joyful,full,23,0.2853533625602722,5.606967449188232
eval01,joyful,full,24,0.32940950989723206,5.418571472167969
eval01,joyful,full,25,0.39242443442344666,5.234978675842285
eval01,joyful,full,26,0.38803115487098694,5.035977840423584
eval01,joyful,full,27,0.39834508299827576,4.893028736114502
eval01,joyful,full,28,0.43742799758911133,4.820417881011963
eval01,joyful,full,29,0.42599743604660034,4.691330432891846
eval01,joyful,full,30,0.49805065989494324,4.628578186035156
eval01,joyful,full,31,0.5092509388923645,4.49603271484375
eval01,joyful,full,32,0.5944676995277405,4.547246932983398
eval01,joyful,full,33,0.6821889877319336,4.487483024597168
eval01,joyful,full,34,0.7953525185585022,4.68308162689209
eval01,joyful,full,35,0.873416006565094,4.649977207183838
eval01,joyful,full,36,0.968273937702179,4.547914981842041
eval01,joyful,full,37,1.2668453454971313,4.534160614013672
eval01,joyful,full,38,1.292312502861023,4.12404727935791
eval01,joyful,full,39,14.384130477905273,35.02970886230469
eval01,joyful,orthogonal_matched,22,-0.03742222115397453,5.9892048835754395
eval01,joyful,orthogonal_matched,23,-0.037550657987594604,5.592026710510254
eval01,joyful,orthogonal_matched,24,0.01080285757780075,5.40032958984375
eval01,joyful,orthogonal_matched,25,0.07591408491134644,5.216939449310303
eval01,joyful,orthogonal_matched,26,0.07875072211027145,5.016055107116699
eval01,joyful,orthogonal_matched,27,0.09322253614664078,4.873384475708008
eval01,joyful,orthogonal_matched,28,0.1338735967874527,4.799713611602783
eval01,joyful,orthogonal_matched,29,0.1260870397090912,4.669434547424316
eval01,joyful,orthogonal_matched,30,0.19764339923858643,4.60561990737915
eval01,joyful,orthogonal_matched,31,0.21440503001213074,4.472715854644775
eval01,joyful,orthogonal_matched,32,0.28208762407302856,4.514256954193115
eval01,joyful,orthogonal_matched,33,0.35812580585479736,4.44865608215332
eval01,joyful,orthogonal_matched,34,0.46050572395324707,4.648005962371826
eval01,joyful,orthogonal_matched,35,0.5270912647247314,4.60426139831543
eval01,joyful,orthogonal_matched,36,0.6128532886505127,4.510287284851074
eval01,joyful,orthogonal_matched,37,0.8501099348068237,4.474425792694092
eval01,joyful,orthogonal_matched,38,0.8788983225822449,4.068002700805664
eval01,joyful,orthogonal_matched,39,10.81937026977539,33.885009765625
eval01,happy,full,22,0.28719374537467957,4.071285247802734
eval01,happy,full,23,0.2744201421737671,3.7965941429138184
eval01,happy,full,24,0.29622820019721985,3.6469719409942627
eval01,happy,full,25,0.3236302137374878,3.5275814533233643
eval01,happy,full,26,0.3361053764820099,3.415282964706421
eval01,happy,full,27,0.34486719965934753,3.315934658050537
eval01,happy,full,28,0.3524123430252075,3.2602665424346924
eval01,happy,full,29,0.34295594692230225,3.164151191711426
eval01,happy,full,30,0.3883817195892334,3.143162727355957
eval01,happy,full,31,0.40089744329452515,3.027968645095825
eval01,happy,full,32,0.43211671710014343,3.029282569885254
eval01,happy,full,33,0.41431477665901184,2.999476671218872
eval01,happy,full,34,0.4619893729686737,3.0393996238708496
eval01,happy,full,35,0.5153690576553345,2.9223239421844482
eval01,happy,full,36,0.6443630456924438,2.862520694732666
eval01,happy,full,37,0.7724317908287048,2.93648624420166
eval01,happy,full,38,0.8183846473693848,2.652588367462158
eval01,happy,full,39,3.749366283416748,21.051807403564453
eval01,happy,orthogonal_matched,22,-0.02852284535765648,4.054884910583496
eval01,happy,orthogonal_matched,23,-0.03276324272155762,3.783634662628174
eval01,happy,orthogonal_matched,24,-0.007284060120582581,3.631290912628174
eval01,happy,orthogonal_matched,25,0.023110367357730865,3.512834310531616
eval01,happy,orthogonal_matched,26,0.04274195432662964,3.3978164196014404
eval01,happy,orthogonal_matched,27,0.05539138615131378,3.298393964767456
eval01,happy,orthogonal_matched,28,0.06548413634300232,3.2445425987243652
eval01,happy,orthogonal_matched,29,0.0595465749502182,3.1467902660369873
eval01,happy,orthogonal_matched,30,0.10473740100860596,3.122103214263916
eval01,happy,orthogonal_matched,31,0.12239307165145874,3.0058975219726562
eval01,happy,orthogonal_matched,32,0.14177851378917694,3.0016515254974365
eval01,happy,orthogonal_matched,33,0.11821209639310837,2.9686946868896484
eval01,happy,orthogonal_matched,34,0.16181866824626923,3.0082809925079346
eval01,happy,orthogonal_matched,35,0.20310527086257935,2.8792707920074463
eval01,happy,orthogonal_matched,36,0.32498466968536377,2.8192739486694336
eval01,happy,orthogonal_matched,37,0.3998144865036011,2.872082233428955
eval01,happy,orthogonal_matched,38,0.4472839832305908,2.5946741104125977
eval01,happy,orthogonal_matched,39,0.7900242805480957,20.290910720825195
eval01,optimistic,full,22,0.34561577439308167,4.855823993682861
eval01,optimistic,full,23,0.3246390223503113,4.571402549743652
eval01,optimistic,full,24,0.34626030921936035,4.406867504119873
eval01,optimistic,full,25,0.36956050992012024,4.262868404388428
eval01,optimistic,full,26,0.354409784078598,4.153787136077881
eval01,optimistic,full,27,0.3487236201763153,4.025148391723633
eval01,optimistic,full,28,0.3661384880542755,3.9346790313720703
eval01,optimistic,full,29,0.3710257411003113,3.8656716346740723
eval01,optimistic,full,30,0.4256284236907959,3.820106267929077
eval01,optimistic,full,31,0.4238663911819458,3.764223575592041
eval01,optimistic,full,32,0.4960956573486328,3.8332889080047607
eval01,optimistic,full,33,0.5304275751113892,3.787040948867798
eval01,optimistic,full,34,0.47211623191833496,3.810828685760498
eval01,optimistic,full,35,0.5993241667747498,3.733416795730591
eval01,optimistic,full,36,0.7081327438354492,3.6365394592285156
eval01,optimistic,full,37,0.8220260739326477,3.816450595855713
eval01,optimistic,full,38,0.6962290406227112,3.4979171752929688
eval01,optimistic,full,39,1.6414380073547363,23.25967025756836
eval01,optimistic,orthogonal_matched,22,-0.04267427325248718,4.8306965827941895
eval01,optimistic,orthogonal_matched,23,-0.05345636606216431,4.548555850982666
eval01,optimistic,orthogonal_matched,24,-0.027006488293409348,4.382775783538818
eval01,optimistic,orthogonal_matched,25,-0.0007706377655267715,4.235739707946777
eval01,optimistic,orthogonal_matched,26,-0.008259490132331848,4.124446868896484
eval01,optimistic,orthogonal_matched,27,-0.010307667776942253,3.99536395072937
eval01,optimistic,orthogonal_matched,28,0.008816028013825417,3.9018542766571045
eval01,optimistic,orthogonal_matched,29,0.01716158725321293,3.8292946815490723
eval01,optimistic,orthogonal_matched,30,0.0720558613538742,3.7773783206939697
eval01,optimistic,orthogonal_matched,31,0.07689432054758072,3.72174072265625
eval01,optimistic,orthogonal_matched,32,0.1323002129793167,3.7801554203033447
eval01,optimistic,orthogonal_matched,33,0.15802258253097534,3.7297701835632324
eval01,optimistic,orthogonal_matched,34,0.0872785821557045,3.753885507583618
eval01,optimistic,orthogonal_matched,35,0.19669339060783386,3.6623716354370117
eval01,optimistic,orthogonal_matched,36,0.29786378145217896,3.56705379486084
eval01,optimistic,orthogonal_matched,37,0.3466428220272064,3.7190213203430176
eval01,optimistic,orthogonal_matched,38,0.22242410480976105,3.4102349281311035
eval01,optimistic,orthogonal_matched,39,-2.3616061210632324,22.15033721923828
eval01,delighted,full,22,0.8490492105484009,4.542838096618652
eval01,delighted,full,23,0.7935012578964233,4.3225202560424805
eval01,delighted,full,24,0.8177559971809387,4.1732096672058105
eval01,delighted,full,25,0.8924691677093506,4.089353084564209
eval01,delighted,full,26,0.8929927349090576,4.009815692901611
eval01,delighted,full,27,0.8670569658279419,3.8780736923217773
eval01,delighted,full,28,0.8782495856285095,3.8034183979034424
eval01,delighted,full,29,0.8554126620292664,3.7124342918395996
eval01,delighted,full,30,0.9230539798736572,3.6692347526550293
eval01,delighted,full,31,0.8990713357925415,3.6249375343322754
eval01,delighted,full,32,0.9458273649215698,3.6873323917388916
eval01,delighted,full,33,0.931842565536499,3.729851484298706
eval01,delighted,full,34,1.0782102346420288,3.883636474609375
eval01,delighted,full,35,1.1768244504928589,3.8792989253997803
eval01,delighted,full,36,1.2913225889205933,3.904123306274414
eval01,delighted,full,37,1.6787115335464478,4.178314685821533
eval01,delighted,full,38,1.6411371231079102,4.085882663726807
eval01,delighted,full,39,12.15534496307373,30.686405181884766
eval01,delighted,orthogonal_matched,22,0.0016755573451519012,4.447616100311279
eval01,delighted,orthogonal_matched,23,-0.03334502503275871,4.226755619049072
eval01,delighted,orthogonal_matched,24,0.0012170299887657166,4.077320575714111
eval01,delighted,orthogonal_matched,25,0.08386752009391785,3.989119529724121
eval01,delighted,orthogonal_matched,26,0.10112345963716507,3.91123104095459
eval01,delighted,orthogonal_matched,27,0.08482777327299118,3.784947633743286
